title,year,citations_scholar,venue,link,source
"Frontiers, challenges, and opportunities for information retrieval: Report from SWIRL 2012 the second strategic workshop on information retrieval in Lorne",2012,215.0,"ACM SIGIR Forum 46 (1), 2-32, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:umqufdRvDiIC,Scholar
PROMISE winter school 2012 information retrieval meets information visualization,2012,,"ACM SIGIR Forum 46 (1), 65-70, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5Ul4iDaHHb8C,Scholar
DESIRE 2011: workshop on data infrastructurEs for supporting information retrieval evaluation,2012,11.0,"ACM SIGIR Forum 46 (1), 51-55, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:8AbLer7MMksC,Scholar
Modeling Archives by means of OAI-ORE,2012,9.0,"Italian Research Conference on Digital Libraries, 216-227, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Mojj43d5GZwC,Scholar
Empowering archives through annotations,2012,3.0,"Italian Research Conference on Digital Libraries, 57-68, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:t6usbXjVLHcC,Scholar
Enciclopedia della Scienza e della Tecnica,2012,,"Enciclopedia della Scienza e della Tecnica, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:CCeGMaHljPEC,Scholar
Proceedings of the 8th Italian Research Conference on Digital Libraries (IRCDL),2012,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_mQi-xiA4oYC,Scholar
CLEF 2012,2012,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:PuOEWVtPfzwC,Scholar
CLEF 2012 Working Notes,2012,41.0,"Conference and Labs of The Evaluation Forum (CLEF 2012), CEUR Workshop …, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:lg2tdxc6qMwC,Scholar
Quality interoperability within digital libraries: the DL. org perspective,2012,,"Lecture Notes in Computer Science (LNCS), 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:lgwcVrK6X84C,Scholar
PROMISE Retreat 2012 report on Prospects and Opportunities for Information Access Evaluation,2012,,"ERCIM News 91, 39, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5MTHONV0fEkC,Scholar
CLEF 2012 and beyond: Perspectives for the Conference and Labs of the Evaluation Forum,2012,,"ERCIM News 91, 36-37, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:fbc8zXXH2BUC,Scholar
The CLEF Initiative: Conference and Labs of the Evaluation Forum,2012,,"ERCIM News 88, 63-64, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:u-coK7KVo8oC,Scholar
La gestione e conservazione dei dati scientifici prodotti dalla valutazione sperimentale dei motori di ricerca,2012,1.0,"Atti e Memorie dell'Accademia Galileana di Scienze Lettere ed Arti in Padova …, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Aul-kAQHnToC,Scholar
Proc. 20th Italian Symposium on Advanced Database Systems (SEBD 2012),2012,,"Edizioni Libreria Progetto, Padova, Italy, ISBN 978-88-96477-23-6, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ZzlSgRqYykMC,Scholar
Per il sistema archivistico regionale,2012,,"Memoria e innovazione. Nuovi strumenti / Nuove esigenze. Atti della Prima …, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_OXeSy2IsFwC,Scholar
Cultural Heritage in CLEF (CHiC) Overview 2012.,2012,21.0,"CLEF 2012 Working Notes 1178, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_Ybze24A_UAC,Scholar
DESIRE 2011: First international workshop on data infrastructures for supporting information retrieval evaluation,2011,6.0,"Proceedings of the 20th ACM international conference on Information and …, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:dfsIfKJdRG4C,Scholar
CLEF 2011 Working Notes,2011,13.0,"CEUR Workshop Proceedings (CEUR-WS.org), ISSN 1613-0073, http://ceur-ws.org …, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ghEM2AJqZyQC,Scholar
To re-rank or to re-query: can visual analytics solve this dilemma?,2011,8.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:u_35RYKgDlwC,Scholar
Handling Hierarchically Structured Resources Addressing Interoperability Issues in Digital Libraries,2011,3.0,"Learning structure and schemas from documents, 17-49, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:cFHS6HbyZ2cC,Scholar
DIRECT: the First Prototype of the PROMISE Evaluation Infrastructure for Information Retrieval Experimental Evaluation,2011,1.0,"ERCIM News 86, 54-55, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:sNmaIFBj_lkC,Scholar
Experimental evaluation and hypertexts,2011,,"Proceedings of the First Workshop on Personalised Multilingual Hypertext …, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:dshw04ExmUIC,Scholar
SIAR: A user-Centric digital archive system,2011,4.0,"Italian Research Conference on Digital Libraries, 87-99, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:1sJd4Hv_s6UC,Scholar
PROMISE–Participative Research labOratory for Multimedia and Multilingual Information Systems Evaluation,2011,,"Italian Research Conference on Digital Libraries, 140-143, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:zA6iFVUQeVQC,Scholar
Communications in Computer and Information Science: Preface,2011,,"Communications in Computer and Information Science 7th Italian Research …, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:kJDgFkosVoMC,Scholar
EuropeanaConnect,2011,,"Digital Libraries and Archives - Proc. 7th Italian Research Conference …, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:yFnVuubrUp4C,Scholar
PROMISE: Advancing the Evaluation of Multilingual and Multimedi Information Systems,2011,4.0,"ERCIM NEWS 84, 49-49, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=300&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:YohjEiUPhakC,Scholar
Interactive Analysis and Exploration of Experimental Evaluation Results.,2011,6.0,"EuroHCIR, 11-14, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:j8SEvjWlNXcC,Scholar
The NESTOR Model: Properties and Applications in the Context of Digital Archives.,2011,3.0,"SEBD, 275-285, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ye4kPcJQO24C,Scholar
CHiC 2011- Cultural Heritage in CLEF: From Use Cases to Evaluation in Practice for Multilingual Information Access to Cultural Heritage.,2011,9.0,"CLEF 2011 Working Notes 1177, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:9vf0nzSNQJEC,Scholar
La rete di eccellenza europea PROMISE,2011,,"DigItalia, Rivista del digitale nei beni culturali 6 (1), 113-122, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:J-pR_7NvFogC,Scholar
CLEF 2011: conference on multilingual and multimodal information access evaluation,2011,1.0,"ACM SIGIR Forum 45 (2), 32-37, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:NhqRSupF_l8C,Scholar
"Reports from Other Evaluation Campaigns and Panel Discussion: TREC is 20 Years Old, Where Now for Evaluation Campaigns?",2011,,"EVIA@ NTCIR, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:4OULZ7Gr8RgC,Scholar
Quality and interoperability: the quest for the optimal balance,2011,7.0,"E-Publishing and Digital Libraries: Legal and Organizational Issues, 48-68, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:2P1L_qKh6hAC,Scholar
Harnessing the Scientific Data Produced by the Experimental Evaluation Search Engines and Information Access Systems,2011,13.0,"Procedia Computer Science 4, 740-749, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:vV6vV6tmYwMC,Scholar
Visual Comparison of Ranked Result Cumulated Gains.,2011,10.0,"EuroVA@ EuroVis, 2011",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:iH-uZ7U-co4C,Scholar
Proceedings of the 2010 international conference on Multilingual and multimodal information access evaluation: cross-language evaluation forum,2010,1.0,"Springer-Verlag, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:yeL6HyUMUGUC,Scholar
A PROMISE for experimental evaluation,2010,6.0,"International Conference of the Cross-Language Evaluation Forum for European …, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:35N4QoGY0k4C,Scholar
"Multilingual Information Access Evaluation I-Text Retrieval Experiments: 10th Workshop of the Cross-Language Evaluation Forum, CLEF 2009, Corfu, Greece, September 30-October 2 …",2010,18.0,"Springer Science & Business Media, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:DBa1UEJaJKAC,Scholar
FAST and NESTOR: how to exploit annotation hierarchies,2010,4.0,"Italian Research Conference on Digital Libraries, 55-66, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:ldfaerwXgEUC,Scholar
CLEF 2010 Working Notes,2010,15.0,"CEUR Workshop Proceedings (CEUR-WS.org), ISSN 1613-0073, http://ceur-ws.org …, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:C33y2ycGS3YC,Scholar
"CLEF 2010: Innovation, Science, Experimentation",2010,,"ERCIM News 80, 60, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:Ehil0879vHcC,Scholar
10 Years of CLEF Data in DIRECT: Where We Are and Where We Can Go.,2010,11.0,"EVIA@ NTCIR, 16-24, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:tYavs44e6CUC,Scholar
Enabling Cross-Language Access to Archival Metadata,2010,2.0,"Cultural heritage on line: empowering users: an active role for user …, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:WqliGbK-hY8C,Scholar
"The NESTOR Framework: Manage, Access and Exchange Hierarchical Data Structures",2010,11.0,"Proc. 18th Italian Symposium on Advanced Database Systems (SEBD 2010), 242-253, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:eq2jaN3J8jMC,Scholar
Conferenza CLEF 2010 - Conference on Multilingual and Multimodal Information Access Evaluation,2010,,"DigItalia, Rivista del digitale nei beni culturali 5 (2), 176-180, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:5ugPr518TE4C,Scholar
Interoperabilità tra sistemi di biblioteche digitali,2010,9.0,"DigItalia, Rivista del digitale nei beni culturali 5 (1), 95-112, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:wbdj-CoPYUoC,Scholar
CLEF 2010 conference on multilingual and multimodal information access evaluation,2010,,"ACM SIGIR Forum 44 (2), 8-12, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:u9iWguZQMMsC,Scholar
Quality interoperability within digital libraries: the DL. org perspective,2010,9.0,"Pre-proceedings of the Second DL.org Workshop - Making Digital Libraries …, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:HoB7MX3m0LUC,Scholar
"CLEF, CLEF 2010, and PROMISEs: Perspectives for the Cross-Language Evaluation Forum",2010,5.0,"Proceedings of NTCIR-8 Workshop Meeting., 2-12, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:YFjsv_pBGBYC,Scholar
Multilingual and Multimodal Information Access Evaluation. Proceedings of the International Conference of the Cross-Language Evaluation Forum (CLEF 2010),2010,15.0,"Lecture Notes in Computer Science 6360, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:qUcmZB5y_30C,Scholar
CLEF 2009: Grid@ CLEF pilot track overview,2009,43.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 552-565, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:7H_MAutzIkAC,Scholar
CLEF 2009 ad hoc track overview: TEL and persian tasks,2009,53.0,"Workshop of the Cross-Language Evaluation Forum for European Languages, 13-35, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:3fE2CSJIrl8C,Scholar
Managing the knowledge creation process of large-scale evaluation campaigns,2009,17.0,"International Conference on Theory and Practice of Digital Libraries, 63-74, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:_Qo2XoVZTnwC,Scholar
Annotation search: The FAST way,2009,17.0,"International Conference on Theory and Practice of Digital Libraries, 15-26, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:hFOr9nPyWt4C,Scholar
The NESTOR framework: How to handle hierarchical data structures,2009,19.0,"International Conference on Theory and Practice of Digital Libraries, 215-226, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:QIV2ME_5wuYC,Scholar
"Evaluating Systems for Multilingual and Multimodal Information Access: 9th Workshop of the Cross-Language Evaluation Forum, CLEF 2008, Aarhus, Denmark, September 17-19, 2008 …",2009,23.0,"Lecture Notes in Computer Science (LNCS), Springer, Heidelberg, Germany, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:kNdYIx-mwKoC,Scholar
Access and exchange of hierarchically structured resources on the web with the NESTOR framework,2009,6.0,"2009 IEEE/WIC/ACM International Joint Conference on Web Intelligence and …, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:blknAaTinKkC,Scholar
CLEF Ad-hoc: A Perspective on the Evolution of the Cross-Language Evaluation Forum.,2009,1.0,"IRCDL, 72-79, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MP_m6wgAAAAJ&cstart=400&pagesize=100&sortby=pubdate&citation_for_view=MP_m6wgAAAAJ:uJ-U7cs_P_0C,Scholar
